Program Version:,EnergyPlus, Version 9.6.0-f420c06a69, YMD=2022.03.11 12:46
Tabular Output Report in Format: ,Comma

Building:,US+MF+CZ5B+gasfurnace+crawlspace+IECC_2021
Environment:,ANNUAL ** Denver Centennial  Golden   Nr CO USA TMY3 WMO#=724666

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [kBtu],Energy Per Total Building Area [kBtu/ft2],Energy Per Conditioned Building Area [kBtu/ft2]
,WINDOW_LDB_UNIT2_BACKROW_TOPFLOOR,EXTERIOR WINDOW,59.08,0.00,0.00,59.08,59.08,0.300,0.335,0.883,,,Yes,WALL_LDB_1.UNIT2_BACKROW_TOPFLOOR,0.00,90.00,N
,WINDOW_LDF_UNIT2_FRONTROW_TOPFLOOR,EXTERIOR WINDOW,59.08,0.00,0.00,59.08,59.08,0.300,0.335,0.883,,,Yes,WALL_LDF_1.UNIT2_FRONTROW_TOPFLOOR,180.00,90.00,S
,WINDOW_LDB_UNIT1_BACKROW_TOPFLOOR,EXTERIOR WINDOW,59.08,0.00,0.00,59.08,59.08,0.300,0.335,0.883,,,Yes,WALL_LDB_1.UNIT1_BACKROW_TOPFLOOR,0.00,90.00,N
,WINDOW_SDL_UNIT3_BACKROW_TOPFLOOR,EXTERIOR WINDOW,88.61,0.00,0.00,88.61,88.61,0.300,0.335,0.883,,,Yes,WALL_SDL_1.UNIT1_BACKROW_TOPFLOOR,270.00,90.00,W
,Total or Average,,,,,,2126.74,0.300,0.335,0.883,,,,,,,
,North Total or Average,,,,,,531.68,0.300,0.335,0.883,,,,,,,
,Non-North Total or Average,,,,,,1595.05,0.300,0.335,0.883,,,,,,,


Interior Fenestration

,,Construction,Area of One Opening [ft2],Area of Openings [ft2],Glass U-Factor [Btu/h-ft2-F],Glass SHGC,Glass Visible Transmittance,Parent Surface
,Total or Average,,,0.00,-,-,-,


Exterior Door

,,Construction,U-Factor with Film [Btu/h-ft2-F],U-Factor no Film [Btu/h-ft2-F],Gross Area [ft2],Parent Surface
,DOOR_LDB_UNIT1_FRONTROW_BOTTOMFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDB_1.UNIT1_FRONTROW_BOTTOMFLOOR
,DOOR_LDB_UNIT2_FRONTROW_BOTTOMFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDB_1.UNIT2_FRONTROW_BOTTOMFLOOR
,DOOR_LDB_UNIT3_FRONTROW_BOTTOMFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDB_1.UNIT3_FRONTROW_BOTTOMFLOOR
,DOOR_LDF_UNIT1_BACKROW_BOTTOMFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDF_1.UNIT1_BACKROW_BOTTOMFLOOR
,DOOR_LDF_UNIT2_BACKROW_BOTTOMFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDF_1.UNIT2_BACKROW_BOTTOMFLOOR
,DOOR_LDF_UNIT3_BACKROW_BOTTOMFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDF_1.UNIT3_BACKROW_BOTTOMFLOOR
,DOOR_LDB_UNIT1_FRONTROW_MIDDLEFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDB_1.UNIT1_FRONTROW_MIDDLEFLOOR
,DOOR_LDB_UNIT2_FRONTROW_MIDDLEFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDB_1.UNIT2_FRONTROW_MIDDLEFLOOR
,DOOR_LDB_UNIT3_FRONTROW_MIDDLEFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDB_1.UNIT3_FRONTROW_MIDDLEFLOOR
,DOOR_LDF_UNIT1_BACKROW_MIDDLEFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDF_1.UNIT1_BACKROW_MIDDLEFLOOR
,DOOR_LDF_UNIT2_BACKROW_MIDDLEFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDF_1.UNIT2_BACKROW_MIDDLEFLOOR
,DOOR_LDF_UNIT3_BACKROW_MIDDLEFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDF_1.UNIT3_BACKROW_MIDDLEFLOOR
,DOOR_LDF_UNIT3_BACKROW_TOPFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDF_1.UNIT3_BACKROW_TOPFLOOR
,DOOR_LDB_UNIT3_FRONTROW_TOPFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDB_1.UNIT3_FRONTROW_TOPFLOOR
,DOOR_LDB_UNIT1_FRONTROW_TOPFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDB_1.UNIT1_FRONTROW_TOPFLOOR
,DOOR_LDF_UNIT2_BACKROW_TOPFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDF_1.UNIT2_BACKROW_TOPFLOOR
,DOOR_LDB_UNIT2_FRONTROW_TOPFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDB_1.UNIT2_FRONTROW_TOPFLOOR
,DOOR_LDF_UNIT1_BACKROW_TOPFLOOR,EXTERIOR DOOR,0.239,0.300,21.01,WALL_LDF_1.UNIT1_BACKROW_TOPFLOOR


Interior Door

,,Construction,U-Factor with Film [Btu/h-ft2-F],U-Factor no Film [Btu/h-ft2-F],Gross Area [ft2],Parent Surface
,None,,,,,


----------------------------------------------------------------------------------------------------
REPORT:,Shading Summary
FOR:,Entire Facility
Sunlit Fraction

,,March 21 9am,March 21 noon,March 21 3pm,June 21 9am,June 21 noon,June 21 3pm,December 21 9am,December 21 noon,December 21 3pm
,WINDOW_LDF_UNIT1_FRONTROW_BOTTOMFLOOR,0.99,0.99,0.99,0.92,0.97,0.96,1.00,1.00,1.00
,WINDOW_SDL_UNIT3_FRONTROW_BOTTOMFLOOR,0.00,0.00,0.99,0.00,0.00,0.99,0.00,0.00,1.00
,WINDOW_LDF_UNIT2_FRONTROW_BOTTOMFLOOR,0.99,0.99,0.99,0.92,0.97,0.96,1.00,1.00,1.00
,WINDOW_LDF_UNIT3_FRONTROW_BOTTOMFLOOR,0.99,0.99,0.99,0.92,0.97,0.96,1.00,1.00,1.00
,WINDOW_SDR_UNIT3_FRONTROW_BOTTOMFLOOR,1.00,0.96,0.00,0.99,0.91,0.00,1.00,0.94,0.00
,WINDOW_LDB_UNIT1_BACKROW_BOTTOMFLOOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,WINDOW_SDL_UNIT3_BACKROW_BOTTOMFLOOR,0.00,0.00,0.99,0.00,0.00,0.99,0.00,0.00,1.00
,WINDOW_LDB_UNIT2_BACKROW_BOTTOMFLOOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,WINDOW_SDR_UNIT3_BACKROW_BOTTOMFLOOR,1.00,0.96,0.00,0.99,0.91,0.00,1.00,0.94,0.00
,WINDOW_LDB_UNIT3_BACKROW_BOTTOMFLOOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,WINDOW_LDF_UNIT1_FRONTROW_MIDDLEFLOOR,0.99,0.99,0.99,0.92,0.97,0.96,1.00,1.00,1.00
,WINDOW_SDL_UNIT3_FRONTROW_MIDDLEFLOOR,0.00,0.00,0.99,0.00,0.00,0.99,0.00,0.00,1.00
,WINDOW_LDF_UNIT2_FRONTROW_MIDDLEFLOOR,0.99,0.99,0.99,0.92,0.97,0.96,1.00,1.00,1.00
,WINDOW_LDF_UNIT3_FRONTROW_MIDDLEFLOOR,0.99,0.99,0.99,0.92,0.97,0.96,1.00,1.00,1.00
,WINDOW_SDR_UNIT3_FRONTROW_MIDDLEFLOOR,1.00,0.96,0.00,0.99,0.91,0.00,1.00,0.94,0.00
,WINDOW_LDB_UNIT1_BACKROW_MIDDLEFLOOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,WINDOW_SDL_UNIT3_BACKROW_MIDDLEFLOOR,0.00,0.00,0.99,0.00,0.00,0.99,0.00,0.00,1.00
,WINDOW_LDB_UNIT2_BACKROW_MIDDLEFLOOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,WINDOW_SDR_UNIT3_BACKROW_MIDDLEFLOOR,1.00,0.96,0.00,0.99,0.91,0.00,1.00,0.94,0.00
,WINDOW_LDB_UNIT3_BACKROW_MIDDLEFLOOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,WINDOW_SDR_UNIT3_BACKROW_TOPFLOOR,1.00,0.96,0.00,0.99,0.91,0.00,1.00,0.94,0.00
,WINDOW_LDB_UNIT3_BACKROW_TOPFLOOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,WINDOW_LDF_UNIT3_FRONTROW_TOPFLOOR,0.99,0.99,0.99,0.92,0.97,0.96,1.00,1.00,1.00
,WINDOW_SDR_UNIT3_FRONTROW_TOPFLOOR,1.00,0.96,0.00,0.99,0.91,0.00,1.00,0.94,0.00
,WINDOW_LDF_UNIT1_FRONTROW_TOPFLOOR,0.99,0.99,0.99,0.92,0.97,0.96,1.00,1.00,1.00
,WINDOW_SDL_UNIT3_FRONTROW_TOPFLOOR,0.00,0.00,0.99,0.00,0.00,0.99,0.00,0.00,1.00
,WINDOW_LDB_UNIT2_BACKROW_TOPFLOOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,WINDOW_LDF_UNIT2_FRONTROW_TOPFLOOR,0.99,0.99,0.99,0.92,0.97,0.96,1.00,1.00,1.00
,WINDOW_LDB_UNIT1_BACKROW_TOPFLOOR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,WINDOW_SDL_UNIT3_BACKROW_TOPFLOOR,0.00,0.00,0.99,0.00,0.00,0.99,0.00,0.00,1.00


Window Control

,,Name,Type,Shaded Construction,Control,Glare Control
,WINDOW_LDF_UNIT1_FRONTROW_BOTTOMFLOOR,SHADES-LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDL_UNIT3_FRONTROW_BOTTOMFLOOR,SHADES-LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDF_UNIT2_FRONTROW_BOTTOMFLOOR,SHADES-LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDF_UNIT3_FRONTROW_BOTTOMFLOOR,SHADES-LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDR_UNIT3_FRONTROW_BOTTOMFLOOR,SHADES-LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_UNIT1_BACKROW_BOTTOMFLOOR,SHADES-LIVING_UNIT1_BACKROW_BOTTOMFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDL_UNIT3_BACKROW_BOTTOMFLOOR,SHADES-LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_UNIT2_BACKROW_BOTTOMFLOOR,SHADES-LIVING_UNIT2_BACKROW_BOTTOMFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDR_UNIT3_BACKROW_BOTTOMFLOOR,SHADES-LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_UNIT3_BACKROW_BOTTOMFLOOR,SHADES-LIVING_UNIT3_BACKROW_BOTTOMFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDF_UNIT1_FRONTROW_MIDDLEFLOOR,SHADES-LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDL_UNIT3_FRONTROW_MIDDLEFLOOR,SHADES-LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDF_UNIT2_FRONTROW_MIDDLEFLOOR,SHADES-LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDF_UNIT3_FRONTROW_MIDDLEFLOOR,SHADES-LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDR_UNIT3_FRONTROW_MIDDLEFLOOR,SHADES-LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_UNIT1_BACKROW_MIDDLEFLOOR,SHADES-LIVING_UNIT1_BACKROW_MIDDLEFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDL_UNIT3_BACKROW_MIDDLEFLOOR,SHADES-LIVING_UNIT3_BACKROW_MIDDLEFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_UNIT2_BACKROW_MIDDLEFLOOR,SHADES-LIVING_UNIT2_BACKROW_MIDDLEFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDR_UNIT3_BACKROW_MIDDLEFLOOR,SHADES-LIVING_UNIT3_BACKROW_MIDDLEFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_UNIT3_BACKROW_MIDDLEFLOOR,SHADES-LIVING_UNIT3_BACKROW_MIDDLEFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDR_UNIT3_BACKROW_TOPFLOOR,SHADES-LIVING_UNIT3_BACKROW_TOPFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_UNIT3_BACKROW_TOPFLOOR,SHADES-LIVING_UNIT3_BACKROW_TOPFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDF_UNIT3_FRONTROW_TOPFLOOR,SHADES-LIVING_UNIT3_FRONTROW_TOPFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDR_UNIT3_FRONTROW_TOPFLOOR,SHADES-LIVING_UNIT3_FRONTROW_TOPFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDF_UNIT1_FRONTROW_TOPFLOOR,SHADES-LIVING_UNIT1_FRONTROW_TOPFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDL_UNIT3_FRONTROW_TOPFLOOR,SHADES-LIVING_UNIT3_FRONTROW_TOPFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_UNIT2_BACKROW_TOPFLOOR,SHADES-LIVING_UNIT2_BACKROW_TOPFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDF_UNIT2_FRONTROW_TOPFLOOR,SHADES-LIVING_UNIT2_FRONTROW_TOPFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_LDB_UNIT1_BACKROW_TOPFLOOR,SHADES-LIVING_UNIT1_BACKROW_TOPFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No
,WINDOW_SDL_UNIT3_BACKROW_TOPFLOOR,SHADES-LIVING_UNIT3_BACKROW_TOPFLOOR,Interior Blind,WINDOW_W_BLINDS,OnIfScheduleAllows,No


----------------------------------------------------------------------------------------------------
REPORT:,Lighting Summary
FOR:,Entire Facility
Interior Lighting

,,Zone Name,Space Name,Space Type,Lighting Power Density [Btu/h-ft2],Space Area [ft2],Total Power [Btu/h],End Use Subcategory,Schedule Name,Scheduled Hours/Week [hr],Hours/Week > 1% [hr],Full Load Hours/Week [hr],Return Air Fraction,Conditioned (Y/N),Consumption [kWh]
,LIVING HARDWIRED LIGHTING1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,LIVING_UNIT1_FRONTROW_BOTTOMFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,LIVING_UNIT2_FRONTROW_BOTTOMFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,LIVING_UNIT3_FRONTROW_BOTTOMFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING1_BACKROW_BOTTOMFLOOR,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING1_BACKROW_BOTTOMFLOOR,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,LIVING_UNIT1_BACKROW_BOTTOMFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING2_BACKROW_BOTTOMFLOOR,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING2_BACKROW_BOTTOMFLOOR,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,LIVING_UNIT2_BACKROW_BOTTOMFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING3_BACKROW_BOTTOMFLOOR,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING3_BACKROW_BOTTOMFLOOR,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,LIVING_UNIT3_BACKROW_BOTTOMFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING1_FRONTROW_MIDDLEFLOOR,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING1_FRONTROW_MIDDLEFLOOR,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,LIVING_UNIT1_FRONTROW_MIDDLEFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING2_FRONTROW_MIDDLEFLOOR,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING2_FRONTROW_MIDDLEFLOOR,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,LIVING_UNIT2_FRONTROW_MIDDLEFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING3_FRONTROW_MIDDLEFLOOR,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING3_FRONTROW_MIDDLEFLOOR,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,LIVING_UNIT3_FRONTROW_MIDDLEFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING1_BACKROW_MIDDLEFLOOR,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING1_BACKROW_MIDDLEFLOOR,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,LIVING_UNIT1_BACKROW_MIDDLEFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING2_BACKROW_MIDDLEFLOOR,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING2_BACKROW_MIDDLEFLOOR,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,LIVING_UNIT2_BACKROW_MIDDLEFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING3_BACKROW_MIDDLEFLOOR,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING3_BACKROW_MIDDLEFLOOR,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,LIVING_UNIT3_BACKROW_MIDDLEFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING1_FRONTROW_TOPFLOOR,LIVING_UNIT1_FRONTROW_TOPFLOOR,LIVING_UNIT1_FRONTROW_TOPFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING1_FRONTROW_TOPFLOOR,LIVING_UNIT1_FRONTROW_TOPFLOOR,LIVING_UNIT1_FRONTROW_TOPFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING2_FRONTROW_TOPFLOOR,LIVING_UNIT2_FRONTROW_TOPFLOOR,LIVING_UNIT2_FRONTROW_TOPFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING2_FRONTROW_TOPFLOOR,LIVING_UNIT2_FRONTROW_TOPFLOOR,LIVING_UNIT2_FRONTROW_TOPFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING3_FRONTROW_TOPFLOOR,LIVING_UNIT3_FRONTROW_TOPFLOOR,LIVING_UNIT3_FRONTROW_TOPFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING3_FRONTROW_TOPFLOOR,LIVING_UNIT3_FRONTROW_TOPFLOOR,LIVING_UNIT3_FRONTROW_TOPFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING1_BACKROW_TOPFLOOR,LIVING_UNIT1_BACKROW_TOPFLOOR,LIVING_UNIT1_BACKROW_TOPFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING1_BACKROW_TOPFLOOR,LIVING_UNIT1_BACKROW_TOPFLOOR,LIVING_UNIT1_BACKROW_TOPFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING2_BACKROW_TOPFLOOR,LIVING_UNIT2_BACKROW_TOPFLOOR,LIVING_UNIT2_BACKROW_TOPFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING2_BACKROW_TOPFLOOR,LIVING_UNIT2_BACKROW_TOPFLOOR,LIVING_UNIT2_BACKROW_TOPFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,LIVING HARDWIRED LIGHTING3_BACKROW_TOPFLOOR,LIVING_UNIT3_BACKROW_TOPFLOOR,LIVING_UNIT3_BACKROW_TOPFLOOR,GENERAL,0.4008,1200.55,481.17,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,432.94
,LIVING PLUG-IN LIGHTING3_BACKROW_TOPFLOOR,LIVING_UNIT3_BACKROW_TOPFLOOR,LIVING_UNIT3_BACKROW_TOPFLOOR,GENERAL,0.1823,1200.55,218.81,General,INTERIORLIGHTINGHE,58.88,168.00,58.88,0.0000,Y,196.88
,Interior Lighting Total,,,,0.2915,43219.92,12599.76,,,,,,,,11336.81


