Title,Column 1 Category,End use category and fuel,Total Heating TBTU/yr,Elec TBTU/yr,Fossil TBTU/yr,In.Hvac Heating Type And Fuel,Building Id,End use category,End use fuel type,In.Bedrooms,In.Geometry Attic Type,In.Geometry Building Type Acs,In.Geometry Building Type Height,In.Geometry Building Type Recs,In.Geometry Floor Area,In.Geometry Floor Area Bin,In.Geometry Foundation Type,In.Geometry Stories,In.Geometry Wall Exterior Finish,In.Geometry Wall Type,In.Geometry Wall Type And Exterior Finish,In.Heating Fuel,In.Hvac Cooling Efficiency,In.Hvac Cooling Type,In.Hvac Has Ducts,In.Hvac Has Shared System,In.Hvac Has Zonal Electric Heating,In.Hvac Heating Efficiency,In.Hvac Heating Type,In.Infiltration,In.Insulation Ceiling,In.Insulation Floor,In.Insulation Foundation Wall,In.Insulation Roof,In.Insulation Slab,In.Insulation Wall,In.Lighting,In.Misc Extra Refrigerator,In.Misc Freezer,In.Misc Gas Fireplace,In.Misc Gas Grill,In.Misc Gas Lighting,In.Misc Hot Tub Spa,In.Misc Pool,In.Misc Pool Heater,In.Misc Pool Pump,In.Misc Well Pump,In.Occupants,In.Resstock County Id,In.State,In.Vacancy Status,In.Vintage,In.Vintage Acs,In.Water Heater Efficiency,In.Water Heater Fuel,In.Water Heater In Unit,In.Windows,Tenure type,Number of units,Out.Floor Area Conditioned Ft 2,Clothes Dryer (group),Cooking Range (group),In.Bathroom Spot Vent Hour,In.Cec Climate Zone,In.Ceiling Fan,In.Clothes Dryer,In.Clothes Washer,In.Clothes Washer Presence,In.Cooking Range,In.Cooling Setpoint,In.Cooling Setpoint Has Offset,In.Cooling Setpoint Offset Magnitude,In.Cooling Setpoint Offset Period,In.Corridor,In.Dehumidifier,In.Dishwasher,In.Door Area,In.Doors,In.Ducts,In.Eaves,In.Electric Vehicle,In.Geometry Building Horizontal Location Mf,In.Geometry Building Horizontal Location Sfa,In.Geometry Building Level Mf,In.Geometry Building Number Units Mf,In.Geometry Building Number Units Sfa,In.Geometry Building Type Recs (group),In.Geometry Garage,In.Geometry Stories Low Rise,In.Heating Setpoint,In.Heating Setpoint Has Offset,In.Heating Setpoint Offset Magnitude,In.Heating Setpoint Offset Period,In.Holiday Lighting,In.Hot Water Distribution,In.Hot Water Fixtures,In.Hvac Heating System Type,In.Hvac Secondary Heating Efficiency,In.Hvac Secondary Heating Type And Fuel,In.Hvac Shared Efficiencies,In.Hvac System Is Faulted,In.Hvac System Single Speed Ac Airflow,In.Hvac System Single Speed Ac Charge,In.Hvac System Single Speed Ashp Airflow,In.Hvac System Single Speed Ashp Charge,In.Interior Shading,In.Iso Rto Region,In.Lighting Interior Use,In.Lighting Other Use,In.Location City,In.Location Latitude,In.Location Longitude,In.Location Region,In.Mechanical Ventilation,In.Natural Ventilation,In.Neighbors,In.Orientation,In.Overhangs,In.Plug Load Diversity,In.Plug Loads,In.Pv,In.Radiant Barrier,In.Range Spot Vent Hour,In.Reeds Balancing Area,In.Refrigerator,In.Resstock Puma Id,In.Roof Material,In.Schedules,In.Solar Hot Water,In.Units Represented,In.Usage Level,In.Window Areas,Out.Door Area Ft 2,Out.Duct Unconditioned Surface Area Ft 2,Out.Floor Area Attic Ft 2,Out.Floor Area Lighting Ft 2,Out.Hours Cooling Setpoint Not Met,Out.Hours Heating Setpoint Not Met,Out.Hvac Cooling Capacity W,Out.Hvac Heating Capacity W,Out.Hvac Heating Supp Capacity W,Out.Roof Area Ft 2,Out.Size Cooling System Kbtu H,,Out.Size Water Heater Gal,Out.Size Water Heater Gal (group),Out.Wall Area Above Grade Conditioned Ft 2,Out.Wall Area Above Grade Exterior Ft 2,Out.Wall Area Below Grade Ft 2,Out.Window Area Ft 2,Scaled Units
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.006056777,0.000228886,0.005827891,Natural Gas Fuel Furnace,299633,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Vented Crawlspace,1,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 92.5% AFUE",Ducted Heating,15 ACH50,R-19,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% LED,None,None,None,None,None,None,None,None,None,None,3,"CO, Denver County",CO,Occupied,1950s,1940-59,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Non-metal",renter_occupied,64.51848973,1220,Gas,Gas,Hour22,None,Standard Efficiency,"Gas, 100% Usage","EnergyStar, 100% Usage",Yes,"Gas, 100% Usage",75F,Yes,5F,Day Setup and Night Setback -1h,Not Applicable,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,1 Car,1,75F,Yes,3F,Night -4h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,North,None,1,0.91,None,No,Hour3,33,"EF 17.6, 100% Usage","CO, 00816",Composition Shingles,Stochastic,None,1,Medium,F18 B18 L18 R18,20,390.4,1220,1508,2840.17,0.33,0,17563.25696,0,1686,0,59.93,40,40-50,1233.24,1632.69,520.62,187.42,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.006086404,0.006086404,0,Electricity ASHP,299634,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,4000+,4000+,Ambient,1,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Electricity,Heat Pump,Heat Pump AC,Has ducts,In-unit HVAC,No,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,2 ACH50,R-30,Ceiling R-30,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-19",100% LED,EF 10.5,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,2000s,2000-09,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,195.1329818,8194,Electric,Propane,Hour20,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Propane, 100% Usage",68F,Yes,2F,Day Setup,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, R-8",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,68F,Yes,3F,Night +2h,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,ASHP,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour8,33,"EF 17.6, 100% Usage","CO, 00812",Composition Shingles,Stochastic,None,1,Medium,F15 B15 L15 R15,20,2622.08,8194,8194,179.5,55.83,18228.46025,18228.46025,39174.99524,9161.17,62.2,62.2,50,40-50,3022.66,5672.05,0,453.4,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.025270382,0.025270382,0,Electricity ASHP,299634,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,4000+,4000+,Ambient,1,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Electricity,Heat Pump,Heat Pump AC,Has ducts,In-unit HVAC,No,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,2 ACH50,R-30,Ceiling R-30,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-19",100% LED,EF 10.5,None,None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,2000s,2000-09,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,46.99803088,8194,Electric,Propane,Hour20,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Propane, 100% Usage",68F,Yes,2F,Day Setup,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, R-8",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,68F,Yes,3F,Night +2h,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,ASHP,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour8,33,"EF 17.6, 100% Usage","CO, 00812",Composition Shingles,Stochastic,None,1,Medium,F15 B15 L15 R15,20,2622.08,8194,8194,179.5,55.83,18228.46025,18228.46025,39174.99524,9161.17,62.2,62.2,50,40-50,3022.66,5672.05,0,453.4,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000108194,7.16E-06,0.000101034,Natural Gas Fuel Furnace,300875,heating,fossil,1,None,50 or more Unit,"Multifamily with 5+ units, 4-7 stories",Multi-Family with 5+ Units,500-749,0-1499,Slab,4,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,20 ACH50,None,None,None,"Finished, R-30","2ft R10 Under, Horizontal","Wood Stud, R-15",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Vacant,2010s,2010s,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,36.70235232,617,None,Electric,Hour0,None,None,None,None,None,"Electric, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"10% Leakage, R-8",2 ft,None,Middle,None,Middle,67,None,Multi-Family & Single-Family Attached,None,,55F,No,0F,None,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,South,None,1,1.05,None,None,Hour15,33,"EF 17.6, 100% Usage","CO, 00813","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F18 B18 L18 R18,20,0,0,617,21,8.33,1003.244302,1506.970694,0,0,3.42,5.14,30,20-30,148.11,148.11,0,26.66,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000605605,4.01E-05,0.000565505,Natural Gas Fuel Furnace,300875,heating,fossil,1,None,50 or more Unit,"Multifamily with 5+ units, 4-7 stories",Multi-Family with 5+ Units,500-749,0-1499,Slab,4,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,20 ACH50,None,None,None,"Finished, R-30","2ft R10 Under, Horizontal","Wood Stud, R-15",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Vacant,2010s,2010s,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,205.4286604,617,None,Electric,Hour0,None,None,None,None,None,"Electric, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"10% Leakage, R-8",2 ft,None,Middle,None,Middle,67,None,Multi-Family & Single-Family Attached,None,,55F,No,0F,None,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,South,None,1,1.05,None,None,Hour15,33,"EF 17.6, 100% Usage","CO, 00813","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F18 B18 L18 R18,20,0,0,617,21,8.33,1003.244302,1506.970694,0,0,3.42,5.14,30,20-30,148.11,148.11,0,26.66,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.017840495,0.000144987,0.017695508,Natural Gas Fuel Furnace,300899,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,Vented Crawlspace,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,10 ACH50,R-38,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-7",100% LED,None,"EF 12, National Average",None,None,Gas Lighting,None,None,None,None,None,3,"CO, Denver County",CO,Occupied,1970s,1960-79,Natural Gas Premium,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,195.1329818,2176,Electric,Electric,Hour2,None,Standard Efficiency,"Electric, 80% Usage","Standard, 80% Usage",Yes,"Electric, 80% Usage",75F,Yes,2F,Day and Night Setup +1h,Not Applicable,None,None,20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,68F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,North,None,0.5,0.91,None,No,Hour15,33,"EF 17.6, 100% Usage","CO, 00812",Composition Shingles,Stochastic,None,1,Low,F9 B9 L9 R9,20,696.32,2176,2176,1995.83,0,0,17304.94148,0,2432.84,0,59.05,40,40-50,1557.65,1859.88,778.83,140.19,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.004863962,0.000601976,0.004261986,Natural Gas Fuel Furnace,300899,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,Vented Crawlspace,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,10 ACH50,R-38,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, R-7",100% LED,None,"EF 12, National Average",None,None,Gas Lighting,None,None,None,None,None,3,"CO, Denver County",CO,Occupied,1970s,1960-79,Natural Gas Premium,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,46.99803088,2176,Electric,Electric,Hour2,None,Standard Efficiency,"Electric, 80% Usage","Standard, 80% Usage",Yes,"Electric, 80% Usage",75F,Yes,2F,Day and Night Setup +1h,Not Applicable,None,None,20 ft^2,Fiberglass,"20% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,68F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,North,None,0.5,0.91,None,No,Hour15,33,"EF 17.6, 100% Usage","CO, 00812",Composition Shingles,Stochastic,None,1,Low,F9 B9 L9 R9,20,696.32,2176,2176,1995.83,0,0,17304.94148,0,2432.84,0,59.05,40,40-50,1557.65,1859.88,778.83,140.19,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.01906817,0.000620495,0.018447675,Natural Gas Fuel Furnace,301023,heating,fossil,2,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,Heated Basement,2,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,20 ACH50,R-13,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% LED,EF 17.6,None,None,None,None,None,None,None,None,Typical Efficiency,1,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,WH in unit,"Double, Clear, Non-metal, Air",owner_occupied,195.1329818,2176,Electric,Gas,Hour0,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Gas, 100% Usage",70F,Yes,2F,Night Setback -1h,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"0% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,2,67F,Yes,6F,Night -3h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,North,None,1,0.91,None,No,Hour9,33,"EF 19.9, 100% Usage","CO, 00812","Metal, Dark",Stochastic,None,1,Medium,F15 B15 L15 R15,20,0,725.33,2176,11370.84,77,0,19423.18488,0,810.95,0,66.27,30,20-30,1798.62,1899.37,899.31,269.79,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.004592593,0.000149447,0.004443146,Natural Gas Fuel Furnace,301023,heating,fossil,2,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,Heated Basement,2,"Vinyl, Light",Wood Frame,"Wood Frame, Vinyl, Light",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,20 ACH50,R-13,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% LED,EF 17.6,None,None,None,None,None,None,None,None,Typical Efficiency,1,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,WH in unit,"Double, Clear, Non-metal, Air",renter_occupied,46.99803088,2176,Electric,Gas,Hour0,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Gas, 100% Usage",70F,Yes,2F,Night Setback -1h,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"0% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,2,67F,Yes,6F,Night -3h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,North,None,1,0.91,None,No,Hour9,33,"EF 19.9, 100% Usage","CO, 00812","Metal, Dark",Stochastic,None,1,Medium,F15 B15 L15 R15,20,0,725.33,2176,11370.84,77,0,19423.18488,0,810.95,0,66.27,30,20-30,1798.62,1899.37,899.31,269.79,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.003535763,0.003535763,0,Electricity Baseboard,301381,heating,fossil,5,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,Slab,2,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Electricity,"Room AC, EER 10.7",Room AC,No ducts,In-unit HVAC,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,25 ACH50,R-38,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",100% CFL,EF 17.6,None,None,None,None,None,None,None,None,Typical Efficiency,2,"CO, Denver County",CO,Occupied,<1940,<1940,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,181.7056506,2663,Electric,Electric,Hour2,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",68F,Yes,2F,Day Setup -3h,Not Applicable,None,None,20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,2,62F,Yes,12F,Night +2h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Baseboard & Wall Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour17,33,"EF 15.9, 100% Usage","CO, 00813",Composition Shingles,Stochastic,None,1,Medium,F18 B18 L18 R18,20,0,1331.5,2663,185.67,28.83,9080.790261,27771.11452,0,1488.66,30.98,94.76,66,66,2436.93,2621.86,0,438.65,9
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.010632424,0.010632424,0,Electricity Baseboard,301381,heating,fossil,5,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,Slab,2,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Electricity,"Room AC, EER 10.7",Room AC,No ducts,In-unit HVAC,Yes,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,25 ACH50,R-38,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",100% CFL,EF 17.6,None,None,None,None,None,None,None,None,Typical Efficiency,2,"CO, Denver County",CO,Occupied,<1940,<1940,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,60.42536214,2663,Electric,Electric,Hour2,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Electric, 100% Usage",68F,Yes,2F,Day Setup -3h,Not Applicable,None,None,20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,2,62F,Yes,12F,Night +2h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Baseboard & Wall Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour17,33,"EF 15.9, 100% Usage","CO, 00813",Composition Shingles,Stochastic,None,1,Medium,F18 B18 L18 R18,20,0,1331.5,2663,185.67,28.83,9080.790261,27771.11452,0,1488.66,30.98,94.76,66,66,2436.93,2621.86,0,438.65,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000209158,0.000209158,0,Electricity Electric Furnace,301512,heating,fossil,1,None,20 to 49 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,500-749,0-1499,Slab,3,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Electricity,"AC, SEER 10",Central AC,Has ducts,In-unit HVAC,No,"Electric Furnace, 100% AFUE",Ducted Heating,20 ACH50,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-11",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Vacant,1980s,1980-99,Electric Premium,Electricity,Shared DHW,"Single, Clear, Metal",owner_occupied,50.71950054,617,Electric,Electric,Hour5,None,"Standard Efficiency, No usage","Electric, 120% Usage","EnergyStar, 120% Usage",Yes,"Electric, 120% Usage",60F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"10% Leakage, R-4",2 ft,None,Middle,None,Middle,24,None,Multi-Family & Single-Family Attached,None,3,55F,Yes,12F,Night +4h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",200% Usage,Electric Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,South,None,2,1.05,None,None,Hour12,33,"EF 19.9, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,High,F12 B12 L12 R12,20,0,0,617,68,26.5,1100.309997,1494.834803,0,0,3.75,5.1,20,20-30,148.11,148.11,0,17.77,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.0000554,5.54E-05,0,Electricity Electric Furnace,301512,heating,fossil,1,None,20 to 49 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,500-749,0-1499,Slab,3,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Electricity,"AC, SEER 10",Central AC,Has ducts,In-unit HVAC,No,"Electric Furnace, 100% AFUE",Ducted Heating,20 ACH50,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-11",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Vacant,1980s,1980-99,Electric Premium,Electricity,Shared DHW,"Single, Clear, Metal",renter_occupied,191.4115122,617,Electric,Electric,Hour5,None,"Standard Efficiency, No usage","Electric, 120% Usage","EnergyStar, 120% Usage",Yes,"Electric, 120% Usage",60F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"10% Leakage, R-4",2 ft,None,Middle,None,Middle,24,None,Multi-Family & Single-Family Attached,None,3,55F,Yes,12F,Night +4h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",200% Usage,Electric Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,South,None,2,1.05,None,None,Hour12,33,"EF 19.9, 100% Usage","CO, 00812","Asphalt Shingles, Medium",Stochastic,None,1,High,F12 B12 L12 R12,20,0,0,617,68,26.5,1100.309997,1494.834803,0,0,3.75,5.1,20,20-30,148.11,148.11,0,17.77,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000192912,1.74E-06,0.000191172,Natural Gas Shared Heating,301837,heating,fossil,1,None,50 or more Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,0-499,0-1499,Vented Crawlspace,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,Shared Cooling,Central AC,Has ducts,Heating and Cooling Shared,No,Shared Heating,Ducted Heating,15 ACH50,None,Ceiling R-19,Uninsulated,"Finished, R-38",None,"Wood Stud, R-11",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1990s,1980-99,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Metal",owner_occupied,47.79309348,333,None,Electric,Hour15,None,Standard Efficiency,None,None,None,"Electric, 80% Usage",72F,No,0F,None,Double-Loaded Interior,None,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,Middle,None,Bottom,67,None,Multi-Family & Single-Family Attached,None,1,67F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Shared Heating,None,None,"Fan Coil Heating and Cooling, Natural Gas",No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,West,None,0.5,1.05,None,None,Hour9,33,"EF 19.9, 100% Usage","CO, 00814","Asphalt Shingles, Medium",Stochastic,None,1,Low,F18 B18 L18 R18,20,0,0,333,126,4,0,0,0,401.01,0,0,30,20-30,108.81,108.81,54.41,19.59,2
