Title,Column 1 Category,End use category and fuel,Total Heating TBTU/yr,Elec TBTU/yr,Fossil TBTU/yr,In.Hvac Heating Type And Fuel,Building Id,End use category,End use fuel type,In.Bedrooms,In.Geometry Attic Type,In.Geometry Building Type Acs,In.Geometry Building Type Height,In.Geometry Building Type Recs,In.Geometry Floor Area,In.Geometry Floor Area Bin,In.Geometry Foundation Type,In.Geometry Stories,In.Geometry Wall Exterior Finish,In.Geometry Wall Type,In.Geometry Wall Type And Exterior Finish,In.Heating Fuel,In.Hvac Cooling Efficiency,In.Hvac Cooling Type,In.Hvac Has Ducts,In.Hvac Has Shared System,In.Hvac Has Zonal Electric Heating,In.Hvac Heating Efficiency,In.Hvac Heating Type,In.Infiltration,In.Insulation Ceiling,In.Insulation Floor,In.Insulation Foundation Wall,In.Insulation Roof,In.Insulation Slab,In.Insulation Wall,In.Lighting,In.Misc Extra Refrigerator,In.Misc Freezer,In.Misc Gas Fireplace,In.Misc Gas Grill,In.Misc Gas Lighting,In.Misc Hot Tub Spa,In.Misc Pool,In.Misc Pool Heater,In.Misc Pool Pump,In.Misc Well Pump,In.Occupants,In.Resstock County Id,In.State,In.Vacancy Status,In.Vintage,In.Vintage Acs,In.Water Heater Efficiency,In.Water Heater Fuel,In.Water Heater In Unit,In.Windows,Tenure type,Number of units,Out.Floor Area Conditioned Ft 2,Clothes Dryer (group),Cooking Range (group),In.Bathroom Spot Vent Hour,In.Cec Climate Zone,In.Ceiling Fan,In.Clothes Dryer,In.Clothes Washer,In.Clothes Washer Presence,In.Cooking Range,In.Cooling Setpoint,In.Cooling Setpoint Has Offset,In.Cooling Setpoint Offset Magnitude,In.Cooling Setpoint Offset Period,In.Corridor,In.Dehumidifier,In.Dishwasher,In.Door Area,In.Doors,In.Ducts,In.Eaves,In.Electric Vehicle,In.Geometry Building Horizontal Location Mf,In.Geometry Building Horizontal Location Sfa,In.Geometry Building Level Mf,In.Geometry Building Number Units Mf,In.Geometry Building Number Units Sfa,In.Geometry Building Type Recs (group),In.Geometry Garage,In.Geometry Stories Low Rise,In.Heating Setpoint,In.Heating Setpoint Has Offset,In.Heating Setpoint Offset Magnitude,In.Heating Setpoint Offset Period,In.Holiday Lighting,In.Hot Water Distribution,In.Hot Water Fixtures,In.Hvac Heating System Type,In.Hvac Secondary Heating Efficiency,In.Hvac Secondary Heating Type And Fuel,In.Hvac Shared Efficiencies,In.Hvac System Is Faulted,In.Hvac System Single Speed Ac Airflow,In.Hvac System Single Speed Ac Charge,In.Hvac System Single Speed Ashp Airflow,In.Hvac System Single Speed Ashp Charge,In.Interior Shading,In.Iso Rto Region,In.Lighting Interior Use,In.Lighting Other Use,In.Location City,In.Location Latitude,In.Location Longitude,In.Location Region,In.Mechanical Ventilation,In.Natural Ventilation,In.Neighbors,In.Orientation,In.Overhangs,In.Plug Load Diversity,In.Plug Loads,In.Pv,In.Radiant Barrier,In.Range Spot Vent Hour,In.Reeds Balancing Area,In.Refrigerator,In.Resstock Puma Id,In.Roof Material,In.Schedules,In.Solar Hot Water,In.Units Represented,In.Usage Level,In.Window Areas,Out.Door Area Ft 2,Out.Duct Unconditioned Surface Area Ft 2,Out.Floor Area Attic Ft 2,Out.Floor Area Lighting Ft 2,Out.Hours Cooling Setpoint Not Met,Out.Hours Heating Setpoint Not Met,Out.Hvac Cooling Capacity W,Out.Hvac Heating Capacity W,Out.Hvac Heating Supp Capacity W,Out.Roof Area Ft 2,Out.Size Cooling System Kbtu H,,Out.Size Water Heater Gal,Out.Size Water Heater Gal (group),Out.Wall Area Above Grade Conditioned Ft 2,Out.Wall Area Above Grade Exterior Ft 2,Out.Wall Area Below Grade Ft 2,Out.Window Area Ft 2,Scaled Units
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.004660332,1.66E-05,0.004643732,Natural Gas Fuel Boiler,474496,heating,fossil,4,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,Vented Crawlspace,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"Room AC, EER 9.8",Room AC,No ducts,In-unit HVAC,No,"Fuel Boiler, 76% AFUE",Non-Ducted Heating,8 ACH50,R-30,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% Incandescent,EF 15.9,"EF 12, National Average",None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Metal",renter_occupied,60.42536214,1690,Electric,Gas,Hour21,None,None,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Gas, 100% Usage",76F,Yes,2F,Day and Night Setup -2h,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,2,65F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Boiler,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,Northeast,None,1,0.91,None,No,Hour19,33,"EF 17.6, 100% Usage","CO, 00813","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F9 B9 L9 R9,20,0,845,1690,112.17,0,6875.051678,15844.85472,0,944.74,23.46,54.06,40,40-50,1941.33,2058.69,485.33,174.72,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.014014009,4.98E-05,0.013964209,Natural Gas Fuel Boiler,474496,heating,fossil,4,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,Vented Crawlspace,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"Room AC, EER 9.8",Room AC,No ducts,In-unit HVAC,No,"Fuel Boiler, 76% AFUE",Non-Ducted Heating,8 ACH50,R-30,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% Incandescent,EF 15.9,"EF 12, National Average",None,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,<1940,<1940,Natural Gas Standard,Natural Gas,WH in unit,"Single, Clear, Metal",owner_occupied,181.7056506,1690,Electric,Gas,Hour21,None,None,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Gas, 100% Usage",76F,Yes,2F,Day and Night Setup -2h,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,None,2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,2,65F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Boiler,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,Northeast,None,1,0.91,None,No,Hour19,33,"EF 17.6, 100% Usage","CO, 00813","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F9 B9 L9 R9,20,0,845,1690,112.17,0,6875.051678,15844.85472,0,944.74,23.46,54.06,40,40-50,1941.33,2058.69,485.33,174.72,9
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.008824609,0.000290048,0.008534561,Natural Gas Fuel Furnace,474910,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Slab,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,15 ACH50,R-13,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",100% CFL,EF 17.6,"EF 12, National Average",None,None,None,None,None,None,None,None,7,"CO, Denver County",CO,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,WH in unit,"Double, Clear, Metal, Air",owner_occupied,177.612523,1220,Gas,Gas,Hour23,None,None,"Gas, 100% Usage","Standard, 100% Usage",Yes,"Gas, 100% Usage",75F,Yes,2F,Day Setup +4h,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,South,None,1,0.91,None,No,Hour9,33,"EF 19.9, 100% Usage","CO, 00816","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F12 B12 L12 R12,20,390.4,1220,1220,3542.5,0,0,17471.30743,0,1364,0,59.61,40,40-50,1166.33,1335.78,0,139.96,9
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.003205576,0.000105361,0.003100215,Natural Gas Fuel Furnace,474910,heating,fossil,3,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Slab,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,15 ACH50,R-13,None,None,"Unfinished, Uninsulated",Uninsulated,"Wood Stud, Uninsulated",100% CFL,EF 17.6,"EF 12, National Average",None,None,None,None,None,None,None,None,7,"CO, Denver County",CO,Occupied,1960s,1960-79,Natural Gas Standard,Natural Gas,WH in unit,"Double, Clear, Metal, Air",renter_occupied,64.51848973,1220,Gas,Gas,Hour23,None,None,"Gas, 100% Usage","Standard, 100% Usage",Yes,"Gas, 100% Usage",75F,Yes,2F,Day Setup +4h,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,70F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,South,None,1,0.91,None,No,Hour9,33,"EF 19.9, 100% Usage","CO, 00816","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F12 B12 L12 R12,20,390.4,1220,1220,3542.5,0,0,17471.30743,0,1364,0,59.61,40,40-50,1166.33,1335.78,0,139.96,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.003747951,0.003747951,0,Electricity ASHP,474994,heating,fossil,2,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Vented Crawlspace,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Electricity,Heat Pump,Heat Pump AC,Has ducts,In-unit HVAC,No,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,5 ACH50,R-38,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1950s,1940-59,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,64.51848973,1220,Electric,Electric,Hour9,None,Standard Efficiency,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",68F,Yes,2F,Night Setup -2h,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,68F,Yes,12F,Night +1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,ASHP,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour13,33,"EF 17.6, 100% Usage","CO, 00816",Composition Shingles,Stochastic,None,1,Medium,F9 B9 L9 R9,20,390.4,1220,1220,1.67,74.67,7751.801833,7751.801833,10914.37333,1364,26.45,26.45,30,20-30,1166.33,1335.78,583.17,104.97,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.001361459,0.001361459,0,Electricity ASHP,474994,heating,fossil,2,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,Vented Crawlspace,1,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Electricity,Heat Pump,Heat Pump AC,Has ducts,In-unit HVAC,No,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,5 ACH50,R-38,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1950s,1940-59,Electric Standard,Electricity,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,177.612523,1220,Electric,Electric,Hour9,None,Standard Efficiency,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",68F,Yes,2F,Night Setup -2h,Not Applicable,None,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"10% Leakage, Uninsulated",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,68F,Yes,12F,Night +1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,ASHP,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,West,None,1,0.91,None,No,Hour13,33,"EF 17.6, 100% Usage","CO, 00816",Composition Shingles,Stochastic,None,1,Medium,F9 B9 L9 R9,20,390.4,1220,1220,1.67,74.67,7751.801833,7751.801833,10914.37333,1364,26.45,26.45,30,20-30,1166.33,1335.78,583.17,104.97,9
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.001313008,0.00023271,0.001080298,Natural Gas Fuel Furnace,475191,heating,fossil,2,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,750-999,0-1499,Slab,1,"Brick, Medium/Dark",Brick,"Brick, Brick, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,20 ACH50,R-38,None,None,"Unfinished, Uninsulated",Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",100% LED,None,"EF 12, National Average",None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1950s,1940-59,Natural Gas Premium,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,33.98873076,885,Electric,Gas,Hour3,None,Standard Efficiency,"Electric, 80% Usage","Standard, 80% Usage",Yes,"Gas, 80% Usage",72F,No,0F,None,Not Applicable,None,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,65F,Yes,6F,Night +1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,Northwest,None,0.5,0.91,None,No,Hour15,33,"EF 15.9, 100% Usage","CO, 00815",Wood Shingles,Stochastic,None,1,Low,F18 B18 L18 R18,20,283.2,885,885,2828,5.17,0,13016.67658,0,989.46,0,44.41,30,20-30,993.38,1116.29,0,178.81,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.006653594,3.80E-05,0.006615594,Natural Gas Fuel Furnace,475191,heating,fossil,2,Vented Attic,Single-Family Detached,Single-Family Detached,Single-Family Detached,750-999,0-1499,Slab,1,"Brick, Medium/Dark",Brick,"Brick, Brick, Medium/Dark",Natural Gas,None,No AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,20 ACH50,R-38,None,None,"Unfinished, Uninsulated",Uninsulated,"Brick, 12-in, 3-wythe, Uninsulated",100% LED,None,"EF 12, National Average",None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1950s,1940-59,Natural Gas Premium,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,208.142282,885,Electric,Gas,Hour3,None,Standard Efficiency,"Electric, 80% Usage","Standard, 80% Usage",Yes,"Gas, 80% Usage",72F,No,0F,None,Not Applicable,None,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"20% Leakage, R-4",2 ft,None,None,None,None,None,None,Single-Family Detached & Mobile Home,None,1,65F,Yes,6F,Night +1h,No Exterior Use,"Uninsulated, TrunkBranch, Copper",50% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",Left/Right at 15ft,Northwest,None,0.5,0.91,None,No,Hour15,33,"EF 15.9, 100% Usage","CO, 00815",Wood Shingles,Stochastic,None,1,Low,F18 B18 L18 R18,20,283.2,885,885,2828,5.17,0,13016.67658,0,989.46,0,44.41,30,20-30,993.38,1116.29,0,178.81,10
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000616901,0.000616901,0,Electricity Electric Furnace,475303,heating,fossil,1,None,20 to 49 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,500-749,0-1499,Slab,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Electricity,"Room AC, EER 9.8",Room AC,Has ducts,In-unit HVAC,No,"Electric Furnace, 100% AFUE",Ducted Heating,50 ACH50,None,None,None,"Finished, R-19",Uninsulated,"Wood Stud, R-7",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Electric Standard,Electricity,WH in unit,"Single, Clear, Metal",owner_occupied,61.79572272,617,Electric,Propane,Hour1,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Propane, 100% Usage",60F,Yes,9F,Day Setup -2h,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"10% Leakage, R-4",2 ft,None,Middle,None,Bottom,20,None,Multi-Family & Single-Family Attached,None,2,68F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,North,None,1,1.05,None,None,Hour18,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F15 B15 L15 R15,20,0,0,617,754.5,7.33,1249.600572,3735.817648,0,0,4.26,12.75,20,20-30,148.11,148.11,0,22.22,3
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.00180027,0.00180027,0,Electricity Electric Furnace,475303,heating,fossil,1,None,20 to 49 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,500-749,0-1499,Slab,2,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Electricity,"Room AC, EER 9.8",Room AC,Has ducts,In-unit HVAC,No,"Electric Furnace, 100% AFUE",Ducted Heating,50 ACH50,None,None,None,"Finished, R-19",Uninsulated,"Wood Stud, R-7",100% LED,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Occupied,1970s,1960-79,Electric Standard,Electricity,WH in unit,"Single, Clear, Metal",renter_occupied,180.33529,617,Electric,Propane,Hour1,None,Standard Efficiency,"Electric, 100% Usage","EnergyStar, 100% Usage",Yes,"Propane, 100% Usage",60F,Yes,9F,Day Setup -2h,Double-Loaded Interior,None,None,20 ft^2,Fiberglass,"10% Leakage, R-4",2 ft,None,Middle,None,Bottom,20,None,Multi-Family & Single-Family Attached,None,2,68F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",27,North,None,1,1.05,None,None,Hour18,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F15 B15 L15 R15,20,0,0,617,754.5,7.33,1249.600572,3735.817648,0,0,4.26,12.75,20,20-30,148.11,148.11,0,22.22,9
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.007084279,0.00024841,0.006835869,Natural Gas Fuel Furnace,475352,heating,fossil,4,Vented Attic,Single-Family Attached,Single-Family Attached,Single-Family Attached,3000-3999,2500-3999,Slab,3,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,4 ACH50,R-30,None,None,"Unfinished, Uninsulated","2ft R10 Perimeter, Vertical","Wood Stud, R-19",100% CFL,None,None,Gas Fireplace,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,2010s,2010s,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",owner_occupied,126.1125644,3241,Electric,Electric,Hour16,None,Standard Efficiency,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",76F,Yes,2F,Night Setup -3h,Not Applicable,None,None,20 ft^2,Fiberglass,"30% Leakage, R-8",2 ft,None,None,Middle,None,None,90,Multi-Family & Single-Family Attached,None,3,75F,No,0F,None,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,South,None,1,0.79,None,No,Hour7,33,"EF 17.6, 100% Usage","CO, 00813",Composition Shingles,Stochastic,None,1,Medium,F12 B12 L12 R12,20,1020.91,1080.33,3241,0.67,14.33,7044.294763,10421.52693,0,1207.85,24.04,35.56,40,40-50,1175.94,1175.94,0,141.11,6
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.00651725,0.000228527,0.006288723,Natural Gas Fuel Furnace,475352,heating,fossil,4,Vented Attic,Single-Family Attached,Single-Family Attached,Single-Family Attached,3000-3999,2500-3999,Slab,3,"Wood, Medium/Dark",Wood Frame,"Wood Frame, Wood, Medium/Dark",Natural Gas,"AC, SEER 13",Central AC,Has ducts,In-unit HVAC,No,"Fuel Furnace, 80% AFUE",Ducted Heating,4 ACH50,R-30,None,None,"Unfinished, Uninsulated","2ft R10 Perimeter, Vertical","Wood Stud, R-19",100% CFL,None,None,Gas Fireplace,None,None,None,None,None,None,None,2,"CO, Denver County",CO,Occupied,2010s,2010s,Natural Gas Standard,Natural Gas,WH in unit,"Double, Low-E, Non-metal, Air, M-Gain",renter_occupied,116.0184483,3241,Electric,Electric,Hour16,None,Standard Efficiency,"Electric, 100% Usage","Standard, 100% Usage",Yes,"Electric, 100% Usage",76F,Yes,2F,Night Setup -3h,Not Applicable,None,None,20 ft^2,Fiberglass,"30% Leakage, R-8",2 ft,None,None,Middle,None,None,90,Multi-Family & Single-Family Attached,None,3,75F,No,0F,None,No Exterior Use,"Uninsulated, HomeRun, PEX",100% Usage,Fuel Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,South,None,1,0.79,None,No,Hour7,33,"EF 17.6, 100% Usage","CO, 00813",Composition Shingles,Stochastic,None,1,Medium,F12 B12 L12 R12,20,1020.91,1080.33,3241,0.67,14.33,7044.294763,10421.52693,0,1207.85,24.04,35.56,40,40-50,1175.94,1175.94,0,141.11,6
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.000481175,0.000481175,0,Electricity Electric Furnace,475781,heating,fossil,1,None,10 to 19 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,750-999,0-1499,Vented Crawlspace,2,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Electricity,None,No AC,Has ducts,In-unit HVAC,No,"Electric Furnace, 100% AFUE",Ducted Heating,30 ACH50,None,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, R-7",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Vacant,1970s,1960-79,Propane Standard,Propane,Shared DHW,"Single, Clear, Metal",owner_occupied,39.83579725,853,None,Propane,Hour0,None,None,None,None,None,"Propane, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, Uninsulated",2 ft,None,Middle,None,Bottom,12,None,Multi-Family & Single-Family Attached,None,2,55F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,Northeast,None,1,1.05,None,None,Hour16,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F18 B18 L18 R18,20,272.96,0,853,2407,0,0,5895.51292,0,0,0,20.12,30,20-30,174.15,174.15,87.08,31.35,2
Average site energy per home (million Btu/yr),"CO, Denver County","heating, fossil",0.002443514,0.002443514,0,Electricity Electric Furnace,475781,heating,fossil,1,None,10 to 19 Unit,"Multifamily with 5+ units, 1-3 stories",Multi-Family with 5+ Units,750-999,0-1499,Vented Crawlspace,2,"Brick, Medium/Dark",Wood Frame,"Wood Frame, Brick, Medium/Dark",Electricity,None,No AC,Has ducts,In-unit HVAC,No,"Electric Furnace, 100% AFUE",Ducted Heating,30 ACH50,None,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, R-7",100% CFL,None,None,None,None,None,None,None,None,None,None,1,"CO, Denver County",CO,Vacant,1970s,1960-79,Propane Standard,Propane,Shared DHW,"Single, Clear, Metal",renter_occupied,202.2952155,853,None,Propane,Hour0,None,None,None,None,None,"Propane, 100% Usage",72F,No,0F,None,Double-Loaded Interior,None,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"30% Leakage, Uninsulated",2 ft,None,Middle,None,Bottom,12,None,Multi-Family & Single-Family Attached,None,2,55F,No,0F,None,No Exterior Use,"Uninsulated, TrunkBranch, Copper",100% Usage,Electric Furnace,None,None,None,No,None,None,None,None,"Summer = 0.7, Winter = 0.85",None,100% Usage,100% Usage,Aurora Buckley Field Angb,39.72,-104.75,CR05,None,"Year-Round, 3 days/wk",7,Northeast,None,1,1.05,None,None,Hour16,33,"EF 17.6, 100% Usage","CO, 00815","Asphalt Shingles, Medium",Stochastic,None,1,Medium,F18 B18 L18 R18,20,272.96,0,853,2407,0,0,5895.51292,0,0,0,20.12,30,20-30,174.15,174.15,87.08,31.35,10
